image,code_g,cell_type,height,width,chemin
BA_129641.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_129960.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_130694.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_130831.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_131174.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_136062.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_136209.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_139275.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_139552.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_139733.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_141630.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_141631.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_142746.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_143059.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_14309.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_144863.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_145728.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_147282.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_147402.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_147981.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_151210.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_152650.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_152708.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_152930.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_153085.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_154572.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_155216.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_155436.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_15551.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_157951.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_1581.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_158249.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_158647.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_161101.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_161905.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_162483.jpg,BA,basophil,369,366,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_162861.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_163898.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_164170.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_165215.jpg,BA,basophil,369,366,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_166254.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_166406.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_166905.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_168028.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_168566.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_172469.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_173262.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_173620.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_174705.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_174731.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_175269.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_175579.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_176200.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_17648.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_177230.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_177799.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_178345.jpg,BA,basophil,369,366,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_178358.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_178853.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_179459.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_180745.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_180990.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_183362.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_184105.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_184682.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_186830.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_18821.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_188974.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_189696.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_190505.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_191120.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_19177.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_193488.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_193863.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_196745.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_196807.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_197357.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_19779.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_198105.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_198153.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_198565.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_199179.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_200697.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_200989.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_201200.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_20161.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_201984.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_20201.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_202924.jpg,BA,basophil,369,366,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_2035.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_204774.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_204791.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_206112.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_206130.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_208484.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_208485.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_209608.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_210917.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_212452.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_212732.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_212748.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_21413.jpg,BA,basophil,369,366,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_214521.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_214538.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_214867.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_214889.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_215988.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_218293.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_218471.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_219183.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_220744.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_221009.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_221057.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_221648.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_22197.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_223010.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_223705.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_223799.jpg,BA,basophil,369,366,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_225229.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_225540.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_227863.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_229541.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_229550.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_229935.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_230866.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_232284.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_236096.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_236251.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_236510.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_237069.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_237864.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_238012.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_238331.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_23839.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_240301.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_240977.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_241069.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_241108.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_241392.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_24200302.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_242626.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_243213.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_243554.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_243889.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_245418.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_24720.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_248930.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_24963.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_249665.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_250000.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_250396.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_250620.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_251042.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_25245.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_254321.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_254820.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_255467.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_255533.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_255913.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_25610.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_258997.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_260100.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_260213.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_262646.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_263028.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_26315.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_264833.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_26527.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_265929.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_266178.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_266370.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_266945.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
BA_267693.jpg,BA,basophil,363,360,D:\Work - Data\Projects\Red Blood Cells\Images\Mendeley_Data_Barcelona\Basophil\
