image,code_g,cell_type,height,width,chemin,code_spe
BA_360297.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_55966.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_495847.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_472351.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_698312.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_863122.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_379312.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_190505.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_111710.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_324268.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_727591.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_788827.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_379184.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_152708.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_911932.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_783821.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_464090.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_831290.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_540646.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_218293.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_81869.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_895902.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_214889.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_463847.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_617523.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_463171.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_742244.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_726726.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_74809.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_836099.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_943255.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_986028.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_270382.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_434512.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_27810.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_545506.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_691060.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_711276.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_266178.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_442012.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_809918.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_221057.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_142746.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_687195.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_120688.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_973682.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_408987.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_816294.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_451736.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_418041.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_266370.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_45632.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_746210.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_254820.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_383070.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_77342.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_386912.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_836586.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_396430.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_89458.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_630455.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_813231.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_799126.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_330244.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_465767.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_868292.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_439718.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_710902.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_881862.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_608126.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_490656.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_566878.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_622087.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_98903.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_476192.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_65751.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_821772.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_139552.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_760001.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_999747.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_304705.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_340913.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_572677.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_87226.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_600449.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_922284.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_527667.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_360043.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_944690.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_883361.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_53335.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_381452.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_32490.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_76584.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_312613.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_327890.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_279501.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_728520.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_640409.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_952548.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_2862.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_879878.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_720056.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_951184.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_796830.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_31317.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_54664.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_638911.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_152930.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_566587.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_38226.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_914096.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_401005.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_128423.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_801667.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_634115.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_237069.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_802408.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_738477.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_517662.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_819177.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
BA_339232.jpg,BA,basophil,363,360,/content/drive/MyDrive/Kaggle/DataScientest_Blood_Cells_project/Mendeley_Data_Barcelona/basophil/,BA
